Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDM16,OUT017,1359.51092
FDC48,OUT013,1372.38808
NCF18,OUT046,2978.610056
FDU46,OUT018,1189.762223
FDH41,OUT018,3119.93451
NCN42,OUT010,389.1894443
FDU49,OUT046,1477.33079
FDB20,OUT027,2726.649514
FDG50,OUT019,-431.2091387
FDW20,OUT045,1894.357648
NCO55,OUT049,1822.621009
FDX48,OUT046,2510.060224
FDU48,OUT046,2123.164678
FDR48,OUT019,500.7715975
FDK27,OUT013,2013.17723
FDT35,OUT013,2708.955398
FDN12,OUT049,1861.608298
NCE31,OUT019,-1359.593645
FDL21,OUT017,814.0056157
FDV56,OUT017,1875.667773
FDR16,OUT017,3502.195678
NCP41,OUT049,1831.52332
FDJ27,OUT013,1703.31434
FDA07,OUT017,2122.205626
FDK55,OUT049,1546.683567
FDM33,OUT049,3585.899277
FDY46,OUT046,2968.893087
FDD36,OUT046,1901.782285
FDB12,OUT027,3129.009709
FDF28,OUT019,167.0828255
NCE07,OUT019,376.5315493
FDW50,OUT027,4077.249496
NCW18,OUT017,3817.487514
NCJ17,OUT019,-572.178547
DRZ24,OUT010,-7.430716904
FDS07,OUT035,1992.511992
NCW05,OUT010,-243.73623
FDZ22,OUT018,1082.424219
FDK02,OUT046,1894.341029
FDZ45,OUT027,4572.079333
FDL25,OUT046,1510.461142
FDS08,OUT045,2731.477251
NCZ42,OUT027,5156.777658
FDX57,OUT035,1755.902762
FDF21,OUT046,3057.67928
FDJ56,OUT018,1294.04554
FDX10,OUT013,692.4950899
DRG48,OUT035,2459.206516
DRN37,OUT046,2641.944423
NCY41,OUT018,294.3285267
FDN28,OUT045,1613.599931
FDE34,OUT045,2810.034836
FDR10,OUT045,2548.965332
FDC32,OUT017,1600.111157
DRG13,OUT046,2603.71592
FDP59,OUT049,1828.882423
NCT53,OUT010,702.6574558
FDL57,OUT027,5515.690685
FDN32,OUT010,1036.095842
FDK09,OUT018,3314.773063
FDA52,OUT010,935.5553177
FDC57,OUT049,3203.585496
FDI09,OUT035,3954.176556
NCB07,OUT046,3104.212226
FDP26,OUT035,1796.973819
FDP40,OUT027,3301.436492
FDL15,OUT013,2449.658884
FDV07,OUT046,1803.134581
FDS03,OUT017,1177.532323
FDE50,OUT049,3097.423795
FDQ15,OUT017,1378.343236
FDQ33,OUT010,471.3423698
FDT22,OUT013,985.8903814
DRO35,OUT035,2017.127375
FDJ41,OUT049,4238.195571
FDQ27,OUT035,1886.323691
FDC26,OUT017,1901.234889
NCF43,OUT027,3709.404693
NCR50,OUT035,2564.362477
FDE39,OUT018,1653.747077
FDN49,OUT027,2130.38467
DRG11,OUT035,1857.940181
NCA18,OUT049,1953.301356
FDM36,OUT018,2460.809244
FDW32,OUT017,1529.009053
NCQ18,OUT010,-377.1942575
FDX14,OUT027,2694.718127
FDD46,OUT017,2523.843416
FDI34,OUT019,1803.82746
NCJ17,OUT035,1488.192702
FDB52,OUT035,4211.144158
FDV55,OUT018,2018.616019
FDC57,OUT046,3081.23454
FDB29,OUT046,1894.144568
NCO43,OUT035,1741.01748
FDG44,OUT045,809.463573
FDJ34,OUT045,1995.821394
FDH40,OUT049,1436.853587
NCD07,OUT027,3226.467974
FDB41,OUT017,870.8913388
FDH47,OUT018,1300.76644
DRK37,OUT035,3142.117955
FDM25,OUT019,950.5156945
NCX06,OUT045,2808.608778
NCS05,OUT017,2212.658734
FDS39,OUT045,2217.160374
FDC47,OUT027,5024.750787
FDG20,OUT013,2892.907908
DRL23,OUT017,1805.49238
FDY33,OUT013,2547.485795
NCH18,OUT045,3763.494071
FDX47,OUT035,2673.489527
NCB06,OUT045,2433.760453
FDP36,OUT049,974.0919801
FDW44,OUT018,2510.736234
NCU41,OUT018,2739.068931
NCS17,OUT046,1523.091256
FDD46,OUT035,2613.89208
FDE45,OUT017,2930.068845
FDI09,OUT017,3864.597525
NCJ54,OUT010,1757.211766
NCA29,OUT018,2441.243332
NCN41,OUT027,3394.744021
FDY34,OUT035,2813.591384
NCG55,OUT035,1985.447973
DRM49,OUT046,762.574284
NCB42,OUT049,1936.794926
FDE58,OUT045,1808.324848
DRJ25,OUT013,844.8565284
FDS47,OUT010,-529.1174231
FDY21,OUT049,3218.17687
NCI54,OUT013,1797.267922
FDO24,OUT017,2602.873313
FDY43,OUT035,2824.819951
FDF35,OUT018,1427.391256
NCP29,OUT019,-895.9395656
FDN28,OUT027,3142.705522
FDJ50,OUT018,603.3288868
FDQ14,OUT027,3857.329786
FDC37,OUT035,1891.382998
FDN08,OUT046,1947.2101
FDD04,OUT035,2411.199637
FDW34,OUT018,3580.89485
FDP04,OUT017,1187.400139
NCG07,OUT017,3058.653657
NCN14,OUT018,2612.436784
FDJ16,OUT045,888.3939932
NCM42,OUT045,1668.635431
NCF19,OUT046,809.0651676
FDY21,OUT018,2823.817064
FDY19,OUT035,2012.496754
FDV09,OUT045,2332.596938
FDA28,OUT013,2056.08723
FDC38,OUT018,1845.463586
FDL28,OUT045,3619.143776
NCH43,OUT049,3506.594252
NCN53,OUT045,505.1166613
NCW05,OUT017,1799.661883
NCO30,OUT018,2650.612907
FDT04,OUT019,-1272.307052
FDB27,OUT018,2845.522811
NCK07,OUT013,2651.958238
NCA53,OUT013,829.6195012
FDB33,OUT018,2281.469364
FDU37,OUT017,1432.721869
FDR13,OUT035,2046.087991
FDE45,OUT049,2931.798489
FDV37,OUT017,3208.580797
FDX44,OUT019,-434.5014241
NCL06,OUT017,4200.006244
FDJ28,OUT045,2963.617514
FDX55,OUT049,3560.512824
NCK17,OUT018,392.2133206
FDH52,OUT035,1219.978973
FDN13,OUT027,3060.732342
FDK44,OUT018,2442.037255
FDU16,OUT046,1377.720633
FDZ07,OUT017,1130.121137
NCN06,OUT027,4031.823556
FDH02,OUT010,-390.9398976
NCW18,OUT045,3633.079221
FDH57,OUT013,2119.233324
FDV35,OUT045,2391.060315
NCU29,OUT013,2327.275347
NCP02,OUT046,952.9857086
FDN44,OUT013,2602.839794
FDX03,OUT018,512.6896655
FDR11,OUT010,584.1324003
FDA36,OUT046,2944.185202
FDP58,OUT027,4878.115379
FDH31,OUT045,1559.558095
FDH34,OUT035,3125.706335
FDS13,OUT035,4296.851394
FDT01,OUT018,3113.677797
FDY09,OUT049,2904.822435
FDV33,OUT027,5565.890514
NCW29,OUT010,121.8338875
NCN17,OUT045,1534.829448
FDX01,OUT046,1901.568943
FDL03,OUT049,3214.668803
DRL59,OUT049,996.1805225
DRM11,OUT027,5566.984723
FDA43,OUT049,3221.395498
FDZ56,OUT010,789.5588587
FDI44,OUT018,982.1891914
FDB50,OUT013,1305.622652
FDU15,OUT019,-1250.127606
NCJ19,OUT019,-983.4103917
FDD48,OUT013,1890.223846
NCW42,OUT035,3619.022011
FDL24,OUT017,2915.715258
NCB30,OUT013,3145.067175
FDK25,OUT013,2702.6683
FDW28,OUT049,3193.128279
FDD47,OUT017,2818.970384
FDK16,OUT019,-406.0040679
FDW37,OUT046,1482.819352
FDA48,OUT035,3631.554262
FDA14,OUT017,2440.185715
FDV15,OUT013,1664.382908
FDN22,OUT049,4107.027288
NCD55,OUT045,615.6087402
FDY43,OUT013,2696.02167
NCU05,OUT017,1380.87073
FDF10,OUT035,2486.831987
FDR39,OUT018,2638.097039
FDG40,OUT013,616.0558171
FDZ28,OUT019,182.0317595
FDE02,OUT045,1446.722206
FDU60,OUT049,2820.395299
FDM21,OUT013,4090.601786
FDV52,OUT019,-45.09792809
NCW06,OUT013,3047.619237
FDX36,OUT035,3740.764402
FDT35,OUT027,4182.447966
NCL19,OUT010,350.3311016
NCD31,OUT046,2604.772166
FDE53,OUT019,-161.2136861
FDW58,OUT019,-165.7646079
DRF48,OUT046,2967.799634
FDW57,OUT035,2976.543998
DRH13,OUT017,1817.81879
FDT33,OUT013,2752.320231
DRK47,OUT027,5017.329556
FDY22,OUT010,381.7628067
FDC35,OUT019,1382.096229
FDO03,OUT013,3688.471624
FDF24,OUT045,1265.053911
FDF56,OUT018,2619.782873
FDD28,OUT013,985.9112644
FDG53,OUT027,3719.786925
FDO27,OUT019,-320.7856104
NCF54,OUT018,2425.593302
FDC20,OUT027,2371.679297
FDU10,OUT046,663.2367305
DRA24,OUT018,2355.837396
FDA02,OUT010,406.497035
FDG10,OUT017,1107.012933
FDW39,OUT010,976.7257591
FDP04,OUT019,-825.8033476
NCM55,OUT013,2943.257259
FDG47,OUT045,4043.842713
NCU41,OUT017,3122.989442
NCK31,OUT017,948.2030314
FDZ46,OUT045,1699.55518
FDU13,OUT027,3806.792327
NCF19,OUT045,744.085633
NCJ43,OUT013,2757.921215
NCJ05,OUT045,2354.343422
FDS04,OUT027,3696.781128
FDX28,OUT010,-292.355536
FDB41,OUT027,2264.196482
FDG53,OUT046,2271.614065
FDL15,OUT010,522.2625089
FDQ08,OUT049,1156.203543
DRN36,OUT013,1586.180604
FDI46,OUT013,4025.012043
FDG16,OUT027,4838.32795
FDV32,OUT013,1064.032358
FDF44,OUT010,248.8312762
FDK04,OUT018,668.0856118
NCA41,OUT013,3074.821612
FDD51,OUT017,837.6739993
NCZ53,OUT045,2906.122058
FDP01,OUT027,3913.558247
FDY25,OUT049,2988.205873
FDB17,OUT018,2587.359771
NCV54,OUT018,1618.390011
FDJ32,OUT017,1147.061639
FDA37,OUT049,2143.832948
FDG35,OUT035,2935.510457
NCM05,OUT018,3902.54506
FDG45,OUT046,3380.573443
FDH28,OUT013,732.6383246
NCE18,OUT049,4009.23147
FDH38,OUT045,1837.11619
FDR56,OUT013,3210.093485
FDH17,OUT027,3059.400724
FDD39,OUT049,3551.468199
FDB41,OUT049,932.1870657
NCR53,OUT046,3508.422543
FDX46,OUT017,1106.752293
FDV28,OUT049,735.7251173
FDA08,OUT018,2402.300683
FDH45,OUT017,854.9319258
NCS38,OUT010,-117.9006796
FDD40,OUT010,1164.390502
DRM59,OUT035,2590.957944
NCJ43,OUT018,2493.306431
NCN29,OUT013,852.385493
NCC19,OUT045,2943.458962
FDR56,OUT035,3298.444901
FDZ43,OUT049,3970.204304
FDJ32,OUT010,-883.756154
DRH03,OUT017,1588.518936
NCZ54,OUT035,2717.879288
FDE26,OUT017,2428.592679
FDS03,OUT045,984.1749103
DRZ24,OUT019,4.151019283
FDO48,OUT027,4948.231809
FDW39,OUT049,2931.092442
NCK05,OUT049,1104.675522
NCK30,OUT017,4093.353804
FDT27,OUT018,3480.015922
FDS08,OUT019,928.3831508
NCJ19,OUT049,988.8397911
FDC58,OUT045,670.3617032
DRE37,OUT013,2995.875408
FDW02,OUT035,2232.746491
FDJ02,OUT010,466.225591
FDX09,OUT045,2750.404027
FDT31,OUT010,1078.751329
FDI24,OUT049,2924.291957
FDY09,OUT045,2737.568088
FDV28,OUT045,562.8475553
DRM47,OUT049,3133.688755
FDT52,OUT019,2040.033554
FDI48,OUT018,655.9790413
FDY55,OUT017,4151.274458
FDU48,OUT013,2134.748101
FDN25,OUT045,899.8358303
FDP20,OUT049,2134.426294
FDJ15,OUT013,2985.990145
FDD04,OUT018,1960.085713
FDY58,OUT045,3573.486793
FDR37,OUT018,2672.922269
FDF44,OUT013,2153.078076
FDD32,OUT045,1279.894205
FDR57,OUT017,2647.808207
DRG39,OUT027,2347.067036
FDX15,OUT017,2615.65737
DRN37,OUT045,2550.494604
FDW40,OUT027,3747.615519
FDB32,OUT049,1619.968723
FDM40,OUT018,1997.168192
FDE39,OUT027,3396.80796
DRH49,OUT017,1430.514164
FDT46,OUT049,938.2488971
NCF06,OUT035,4197.487505
FDP07,OUT017,3207.755149
FDC04,OUT013,3832.972802
FDZ32,OUT017,1823.349008
FDD50,OUT045,2616.489025
FDU56,OUT017,3042.014747
FDV34,OUT017,1337.029171
NCY41,OUT013,632.3294002
NCK18,OUT046,2624.535813
DRH25,OUT049,963.0269855
FDT57,OUT046,3777.403506
FDV56,OUT018,1493.984801
FDV12,OUT045,1544.684661
FDN52,OUT017,1570.909277
FDX38,OUT035,1002.548955
FDE47,OUT018,1693.70344
NCO07,OUT013,3365.30583
FDV09,OUT027,3857.143121
FDZ23,OUT019,1079.651656
DRH51,OUT018,1129.454831
NCY54,OUT045,2620.195928
DRG49,OUT013,3907.69755
NCC19,OUT049,3126.996012
NCV53,OUT045,3728.875019
FDZ47,OUT019,-221.835841
NCO26,OUT018,1534.785339
NCP02,OUT045,921.3645737
NCW30,OUT018,3809.207993
NCN55,OUT046,3787.820841
FDB20,OUT010,-670.250059
DRL11,OUT013,2519.927375
DRD60,OUT045,2806.676681
FDW14,OUT010,-433.4206638
FDL27,OUT010,-810.6559248
FDU09,OUT018,690.9229757
DRH36,OUT027,2663.448448
FDP34,OUT027,3928.997998
FDE04,OUT017,2942.62778
FDZ57,OUT027,3583.038697
FDF02,OUT010,-249.524545
FDG28,OUT045,3856.391502
NCI31,OUT046,575.8551623
FDT43,OUT013,897.0610507
FDU20,OUT046,1993.466986
FDD53,OUT013,763.047557
FDW15,OUT045,2354.531896
NCT53,OUT045,2504.597322
NCG55,OUT027,3270.43731
FDD48,OUT035,1994.140581
FDG47,OUT049,4257.628223
FDI21,OUT017,1197.479363
FDT27,OUT017,3852.347607
DRO35,OUT013,1897.654828
FDD33,OUT017,3786.73401
FDC04,OUT035,3988.223682
FDY34,OUT013,2697.227122
DRJ49,OUT049,2146.638876
FDE05,OUT049,2443.737011
FDU31,OUT017,3618.861328
NCN19,OUT027,4421.240834
FDK56,OUT027,4381.967461
FDK58,OUT017,1813.764953
NCJ42,OUT035,1776.97198
FDZ34,OUT027,4500.491959
FDA52,OUT018,2540.614261
NCR29,OUT013,934.9335059
FDT48,OUT035,3333.34091
DRJ51,OUT019,1701.813993
NCS54,OUT046,2805.401657
FDV01,OUT035,2648.434331
DRG51,OUT027,4047.317077
NCG42,OUT013,2112.951248
FDA51,OUT049,1979.706252
FDV19,OUT010,676.4932579
NCT18,OUT045,2798.619601
NCS41,OUT045,2838.444698
FDO03,OUT046,3616.627727
FDL12,OUT010,-879.2180586
FDY37,OUT010,427.4759054
FDI58,OUT049,1638.521967
FDT28,OUT018,2105.508926
NCC42,OUT010,274.5913488
FDO01,OUT017,2228.19204
FDJ02,OUT013,2419.175318
FDQ04,OUT018,437.8461122
DRL47,OUT013,2031.66263
FDZ32,OUT035,1915.528419
FDC35,OUT035,3425.07334
FDX14,OUT045,1129.760819
FDZ35,OUT013,1719.969183
FDL14,OUT013,2560.869808
FDO04,OUT049,1019.412685
DRK11,OUT017,2497.508948
FDB44,OUT018,3079.810865
FDZ50,OUT049,3068.908449
FDI12,OUT027,2924.951796
FDU43,OUT017,3891.904147
FDD58,OUT010,-326.9365745
FDB27,OUT017,3207.831205
FDB04,OUT018,1163.774857
NCO17,OUT013,1917.17402
FDL12,OUT017,1094.668288
DRJ13,OUT049,2640.627656
FDD57,OUT045,1507.048231
FDW19,OUT035,1977.510012
DRD27,OUT018,1333.377622
FDH27,OUT027,3769.454473
NCW30,OUT027,5537.518361
FDR40,OUT018,1041.450138
FDG05,OUT013,2566.353523
NCY41,OUT019,-1323.874867
FDI38,OUT018,3044.868989
FDR20,OUT046,777.8255751
FDE09,OUT017,1873.58137
FDN50,OUT019,-351.9877331
DRF27,OUT045,2354.561945
DRF51,OUT013,640.2107278
NCO02,OUT019,-818.7765768
FDB51,OUT027,2481.747359
FDJ50,OUT013,925.0271452
FDN52,OUT013,1447.286561
FDX14,OUT013,1281.18133
FDT27,OUT019,1866.669802
FDV10,OUT013,774.9115191
FDU33,OUT046,788.4147242
FDU58,OUT046,3005.61536
NCP42,OUT027,4523.045389
FDL51,OUT027,4878.348979
DRH15,OUT027,2192.221885
FDU16,OUT017,1534.105989
FDW15,OUT017,2529.239191
FDQ44,OUT045,1896.84354
NCI06,OUT027,4286.896009
DRK23,OUT019,2077.466719
FDC28,OUT035,1916.155946
NCY17,OUT019,-1205.047447
NCV05,OUT018,2155.515497
FDM34,OUT019,220.4597676
DRD60,OUT027,4344.240318
FDT38,OUT046,1401.446089
FDQ57,OUT018,2050.824208
FDE59,OUT027,2066.581393
NCM43,OUT046,2585.662563
DRI51,OUT049,2805.643918
NCG30,OUT017,2064.485907
NCK54,OUT035,1969.477977
FDQ16,OUT019,-128.0216425
FDI36,OUT013,3159.361039
FDX16,OUT027,3823.872533
FDA34,OUT046,2777.60444
FDJ48,OUT018,3644.141258
FDU47,OUT035,2349.765314
FDS39,OUT046,2296.135588
FDD11,OUT046,3982.377848
FDM16,OUT027,2661.525461
FDU56,OUT018,2633.895556
FDQ32,OUT017,2108.902284
DRK35,OUT013,687.926296
FDA58,OUT049,3796.58365
DRG48,OUT019,395.5078404
FDT59,OUT010,1765.33959
FDQ31,OUT019,-400.3120443
FDS51,OUT018,774.597769
FDW32,OUT027,2898.187414
FDI15,OUT027,5610.227979
NCV30,OUT017,1100.5719
DRG25,OUT049,3068.478175
FDT02,OUT013,617.1275706
FDO33,OUT027,3281.739282
FDP38,OUT035,1007.394945
FDZ45,OUT035,3281.997941
NCA54,OUT027,4290.785567
FDU33,OUT017,898.0457695
FDN58,OUT017,3841.588147
FDI05,OUT045,1197.361379
FDM57,OUT019,-562.236205
NCS42,OUT027,2875.545274
FDB57,OUT045,3486.73154
FDC03,OUT045,3084.877325
FDZ58,OUT013,1966.926877
NCK29,OUT045,1893.646866
NCR53,OUT045,3448.065987
FDE26,OUT027,3769.132713
FDU52,OUT049,2565.234917
FDE41,OUT027,2813.001555
FDU38,OUT018,2736.041872
FDA52,OUT017,2933.670143
FDW46,OUT046,1120.110632
DRI59,OUT035,3696.116027
FDT38,OUT035,1528.694334
FDL33,OUT018,2843.495282
FDQ01,OUT027,5469.283835
FDJ08,OUT046,3026.163607
FDQ47,OUT049,699.3962035
NCZ18,OUT013,3969.343424
FDE29,OUT017,1089.727005
FDF10,OUT027,3817.010011
FDC48,OUT049,1467.617587
FDY58,OUT013,3658.689067
NCX30,OUT010,1979.324709
FDV11,OUT013,2882.024044
FDT46,OUT046,836.8078329
DRD01,OUT019,-950.3063629
FDQ11,OUT013,4128.061153
NCM41,OUT017,1577.931389
NCC55,OUT013,631.8030553
FDG45,OUT027,4832.631448
NCQ54,OUT049,2746.747573
FDM34,OUT045,2006.453888
FDD17,OUT019,1869.439444
FDN38,OUT027,5395.853339
FDB53,OUT018,2079.357357
NCL06,OUT035,4254.889452
NCV18,OUT019,-597.8171272
FDX25,OUT013,2926.167459
FDB39,OUT046,926.6413341
FDC33,OUT049,3270.969927
NCO14,OUT018,454.7215614
FDA58,OUT027,5196.792612
NCQ02,OUT017,3047.222125
NCR53,OUT017,3651.572192
FDN52,OUT046,1461.274732
FDG26,OUT046,4053.174936
FDE23,OUT027,2281.161125
DRI37,OUT013,985.1448449
DRH37,OUT018,2351.783823
FDO01,OUT035,2237.902624
FDK45,OUT049,1935.960069
FDP23,OUT049,3552.179723
FDM33,OUT035,3622.614478
FDD36,OUT017,2035.736067
FDL56,OUT017,1477.978177
FDT27,OUT010,1854.200908
FDG52,OUT017,851.1118289
NCL42,OUT035,3973.296031
DRJ24,OUT046,2926.286013
FDV38,OUT046,871.8756007
FDT35,OUT045,2667.287553
FDY51,OUT045,3397.004235
FDC37,OUT017,1814.07212
NCP43,OUT013,2892.717508
FDO33,OUT045,1732.909521
FDW04,OUT018,1823.005577
NCC31,OUT046,2454.525556
FDK22,OUT049,3533.088356
FDJ50,OUT017,1023.900294
FDV13,OUT017,1594.104739
DRL60,OUT017,2519.439781
FDW03,OUT017,1830.94609
FDY27,OUT035,2979.570011
FDB39,OUT027,2361.048308
FDU59,OUT045,2517.049595
FDZ57,OUT049,2218.100692
FDO21,OUT049,3713.005847
FDS43,OUT018,2711.92307
FDU28,OUT010,1073.650688
FDC51,OUT010,96.35599085
FDW16,OUT010,-375.1673232
FDP32,OUT010,90.58298383
FDB60,OUT019,1213.179008
NCQ30,OUT046,1910.655041
FDD26,OUT049,3076.269236
FDI44,OUT045,1184.503194
DRH23,OUT046,895.2455458
FDO44,OUT046,1767.278708
FDG04,OUT046,2987.268513
FDM32,OUT027,2942.570692
FDM09,OUT013,2766.013417
FDZ47,OUT013,1621.438752
FDM40,OUT027,3718.460099
FDY48,OUT017,1751.174794
NCM30,OUT045,620.2308717
FDX36,OUT010,1678.386095
DRF03,OUT017,755.5864688
FDN51,OUT049,4205.368946
FDM57,OUT049,1511.936248
FDB35,OUT049,1656.729356
FDY13,OUT027,2729.581676
FDA37,OUT017,2166.981479
NCX53,OUT017,2351.580605
FDD59,OUT018,1082.956053
FDX10,OUT019,-1248.876045
FDC03,OUT018,2868.57403
FDW43,OUT035,3768.963491
FDW10,OUT046,2797.857276
FDY14,OUT027,5599.854362
FDV43,OUT045,689.441693
FDO40,OUT013,2435.98608
FDP46,OUT027,2926.450418
NCE43,OUT019,742.5167209
FDD05,OUT035,2077.011086
FDJ60,OUT010,760.703043
DRE27,OUT018,1245.384581
FDO11,OUT035,4154.158087
DRG11,OUT027,3162.78512
FDK33,OUT010,1499.799293
DRM23,OUT045,2610.583839
FDJ02,OUT027,3833.514997
NCZ05,OUT045,1591.489474
NCL30,OUT013,2028.112061
FDZ19,OUT018,2492.531443
FDM45,OUT049,2077.266741
FDO36,OUT046,2833.810789
NCK31,OUT045,762.5862094
DRJ37,OUT045,2364.328919
FDP24,OUT018,1644.777869
FDF46,OUT013,1880.686892
FDX46,OUT019,-887.6012635
NCL18,OUT045,2953.920583
FDJ26,OUT013,3395.66461
FDJ07,OUT045,1794.37075
FDY15,OUT013,2522.4405
DRG01,OUT045,1143.467081
FDF58,OUT045,1012.980296
FDZ14,OUT019,94.8286792
FDP31,OUT049,1197.448862
FDH45,OUT013,784.167752
FDA09,OUT010,929.2095533
FDW31,OUT035,3340.182878
FDA57,OUT046,706.2696221
NCE55,OUT035,2913.311205
FDC17,OUT019,1478.708918
FDC59,OUT013,1137.655514
FDA22,OUT013,2702.613328
FDK52,OUT035,3697.820751
NCM26,OUT046,2415.179799
NCT53,OUT035,2771.500531
FDW45,OUT018,2104.056239
NCI18,OUT035,3645.253959
FDE38,OUT018,2343.66813
FDF08,OUT019,-413.5654277
FDY58,OUT010,1723.545615
FDF58,OUT019,-836.2564184
FDX39,OUT017,3474.972314
FDB44,OUT049,3453.869698
FDF28,OUT013,2098.068142
FDE39,OUT013,1922.567738
FDT37,OUT018,3724.282158
FDZ45,OUT017,3258.927351
FDO40,OUT035,2556.320613
FDM57,OUT027,2837.658539
DRG36,OUT017,2812.839634
FDY36,OUT010,-725.1670758
DRL60,OUT027,3860.951114
FDS25,OUT019,-102.7770541
DRF49,OUT027,3236.03153
FDP16,OUT045,3813.948333
FDS60,OUT049,2979.04602
FDU15,OUT027,2109.359115
FDK43,OUT046,2043.439471
FDN25,OUT046,1017.717444
FDE53,OUT049,1798.42486
FDB22,OUT013,2506.920759
FDE39,OUT017,2033.005642
FDX35,OUT035,3778.8935
NCG54,OUT049,2766.668779
FDH27,OUT035,2477.368362
NCK42,OUT013,3427.227452
FDS25,OUT049,1839.72553
FDI10,OUT018,2507.383645
FDU35,OUT035,1768.258821
FDI04,OUT017,3258.526305
DRK23,OUT035,4106.132317
FDB53,OUT019,436.3762941
FDY02,OUT049,4269.337708
FDM60,OUT035,877.5648465
NCJ31,OUT010,1797.758547
DRP35,OUT017,2108.194634
NCQ30,OUT018,1669.838431
DRL11,OUT010,597.0140027
FDU01,OUT013,3013.469818
FDR39,OUT035,3008.456338
FDO08,OUT046,2683.292172
FDC02,OUT045,4048.373827
NCZ29,OUT035,2155.90635
FDF29,OUT010,232.9606297
FDZ23,OUT017,3115.753998
NCU53,OUT018,2324.030887
NCW30,OUT013,4092.86684
NCM26,OUT027,3895.223763
FDV50,OUT027,3406.222425
FDW15,OUT049,2478.089101
FDI35,OUT027,4356.950224
FDO11,OUT017,4088.433571
FDN48,OUT046,1500.627796
NCA17,OUT049,2460.913326
NCN54,OUT013,1299.515636
FDP22,OUT013,899.0768359
NCB54,OUT035,2145.047888
FDD08,OUT045,587.6759008
DRM48,OUT010,-1332.941743
FDG41,OUT027,3266.222576
FDE44,OUT027,2248.530007
FDE26,OUT035,2443.048834
NCS38,OUT013,1821.072798
NCJ54,OUT018,3343.871631
FDI40,OUT019,-284.2810343
FDN45,OUT018,3260.054646
FDU43,OUT046,3830.412397
FDI04,OUT010,1211.717046
NCC07,OUT018,1392.525799
NCC07,OUT019,-228.8352034
NCD18,OUT045,3559.382189
FDU55,OUT035,4231.443949
FDX59,OUT035,756.9951407
FDR52,OUT049,3164.858636
NCP17,OUT013,1051.247543
FDQ32,OUT045,1935.744545
NCT17,OUT049,3059.766722
FDO10,OUT049,1069.031094
FDE32,OUT049,724.6682064
FDN44,OUT045,2460.950339
FDH02,OUT035,1640.048695
FDK60,OUT013,1622.622874
FDS24,OUT019,-453.5147944
FDL03,OUT010,1274.809059
FDB46,OUT027,4854.290919
FDO48,OUT049,3668.836827
FDZ39,OUT049,1812.783659
FDT02,OUT027,2067.970962
FDC50,OUT013,1550.174186
FDP39,OUT035,1005.264385
DRG15,OUT018,702.5834412
FDP10,OUT018,1388.376406
FDF53,OUT027,4377.261681
FDN34,OUT045,2686.645988
FDK02,OUT045,1861.117142
FDC23,OUT045,2741.841234
FDJ10,OUT019,359.1536063
FDE53,OUT035,1877.983097
FDR25,OUT035,4375.94708
FDW50,OUT046,2635.707346
FDS09,OUT049,997.7531201
FDW49,OUT010,902.6630104
FDU51,OUT046,2871.006344
FDF28,OUT018,1790.35488
NCY30,OUT018,2553.829105
FDD44,OUT045,4027.525898
FDX09,OUT017,2924.410178
NCF30,OUT013,2007.352743
FDZ50,OUT019,1079.34229
FDW37,OUT013,1469.005101
FDD11,OUT049,4121.848158
DRH39,OUT018,932.2377813
FDA36,OUT049,3038.54968
NCG43,OUT049,1561.076561
FDF02,OUT035,1808.696913
FDP57,OUT027,3098.362122
NCE42,OUT017,3750.761699
NCR38,OUT027,5406.595675
FDP03,OUT019,147.1264953
FDO51,OUT035,912.1990853
NCQ42,OUT046,2031.484693
NCM41,OUT046,1454.189201
FDH48,OUT027,2834.739122
DRF60,OUT046,3725.535014
FDJ27,OUT035,1810.330726
FDQ14,OUT013,2440.514679
FDN27,OUT017,2009.661508
NCQ02,OUT046,2977.895804
FDJ33,OUT049,2139.286263
FDP07,OUT027,4555.057771
DRE01,OUT049,3875.281775
FDU36,OUT045,1554.888152
FDL28,OUT017,3764.288202
NCX53,OUT046,2234.037872
FDZ39,OUT013,1751.085291
NCP42,OUT013,3113.795148
FDJ14,OUT035,1515.011887
FDK04,OUT049,1024.356087
NCC19,OUT017,3159.444699
FDS09,OUT018,628.3293678
FDZ02,OUT046,1620.007779
FDD35,OUT018,1679.201486
NCY42,OUT017,2391.16443
FDB05,OUT045,3835.574875
FDF20,OUT035,3249.115603
NCO41,OUT018,1278.557028
FDC40,OUT027,2748.112312
FDV58,OUT045,3047.643854
FDZ57,OUT045,2056.586127
DRM35,OUT046,2836.198682
DRN36,OUT018,1234.8976
FDQ13,OUT046,1379.884418
DRO35,OUT010,-70.13990722
NCD43,OUT035,1812.514943
FDA51,OUT018,1585.350815
NCX17,OUT027,5096.347638
NCZ17,OUT049,740.3405727
FDR11,OUT027,4020.758049
FDW34,OUT049,3944.073465
FDN50,OUT017,1652.582635
FDS09,OUT046,881.6328297
FDS48,OUT018,2137.953587
FDL44,OUT049,2698.674892
DRF48,OUT018,2692.445253
FDA14,OUT018,2084.736516
NCD30,OUT049,1634.913878
FDI16,OUT017,992.4844643
NCG06,OUT035,4203.259134
DRZ24,OUT035,2061.911334
NCS17,OUT045,1435.620765
FDB37,OUT045,3748.04773
FDE10,OUT035,2267.90951
FDC57,OUT045,3013.135944
FDM12,OUT018,2745.073266
